SL,region,YEAR,Month,Max Temp,Min Temp,Rainfall,Relative Humidity,Wind Speed,Cloud Coverage,Bright Sunshine,Station Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period
4789,chittagong,2003,2,32.4,18.2,4,72,1.2,1,10.1,41992,705183,374324.6,21.46,91.98,4,2003.02
4790,chittagong,2004,2,32.3,16.8,0,73,1.1,0.5,10.3,41992,705183,374324.6,21.46,91.98,4,2004.02
4791,chittagong,2005,2,32.5,19.2,0,72,1.7,0.5,9.2,41992,705183,374324.6,21.46,91.98,4,2005.02
4792,chittagong,2006,2,32.3,19,0,76,0.7,0.7,8.7,41992,705183,374324.6,21.46,91.98,4,2006.02
4793,chittagong,2007,2,32.2,17.9,65,73,0.9,1.8,8.1,41992,705183,374324.6,21.46,91.98,4,2007.02
4794,chittagong,2008,2,31.4,16.5,50,67,1.1,1,8.9,41992,705183,374324.6,21.46,91.98,4,2008.02
4795,chittagong,2009,2,33.3,17.9,0,67,4.8,0.3,9,41992,705183,374324.6,21.46,91.98,4,2009.02
4796,chittagong,2010,2,34,17.5,0,65,4.3,1.2,8.4,41992,705183,374324.6,21.46,91.98,4,2010.02
4797,chittagong,2011,2,32.5,17.8,0,68,3.8,0.9,9.1,41992,705183,374324.6,21.46,91.98,4,2011.02
4798,chittagong,2012,2,34,17.1,0,63,3,0.4,8.9,41992,705183,374324.6,21.46,91.98,4,2012.02
4799,chittagong,2013,2,33.8,18.2,0,67,4.5,1,8.4,41992,705183,374324.6,21.46,91.98,4,2013.02
4800,chittagong,1948,3,37.1,20.5,0,75,2.261111111,1.5,8.998113208,41992,705183,374324.6,21.46,91.98,4,1948.03
4801,chittagong,1949,3,31.9,20.2,17,74,2.261111111,1.2,8.998113208,41992,705183,374324.6,21.46,91.98,4,1949.03
4802,chittagong,1950,3,34.4,19.3,11,68,2.261111111,2.1,8.998113208,41992,705183,374324.6,21.46,91.98,4,1950.03
4803,chittagong,1951,3,36.9,19,46,74,2.261111111,2.4,8.998113208,41992,705183,374324.6,21.46,91.98,4,1951.03
4804,chittagong,1952,3,35.6,18.8,37,66,2.261111111,1.4,8.998113208,41992,705183,374324.6,21.46,91.98,4,1952.03
4805,chittagong,1953,3,32.8,21,0,83,2.261111111,2.1,8.998113208,41992,705183,374324.6,21.46,91.98,4,1953.03
4806,chittagong,1954,3,32.3,19.5,0,83,2.261111111,1,8.998113208,41992,705183,374324.6,21.46,91.98,4,1954.03
4807,chittagong,1955,3,34.8,19.6,80,79,2.261111111,2.8,8.998113208,41992,705183,374324.6,21.46,91.98,4,1955.03
4808,chittagong,1956,3,35.1,20.5,0,83,2.261111111,2,8.998113208,41992,705183,374324.6,21.46,91.98,4,1956.03
4809,chittagong,1957,3,35.1,18.8,0,72,2.261111111,1.3,8.998113208,41992,705183,374324.6,21.46,91.98,4,1957.03
4810,chittagong,1958,3,34.6,20,0,79,2.261111111,1.8,8.998113208,41992,705183,374324.6,21.46,91.98,4,1958.03
4811,chittagong,1959,3,33.8,20.6,51,79,2.261111111,1.9,8.998113208,41992,705183,374324.6,21.46,91.98,4,1959.03
4812,chittagong,1960,3,34.9,19.6,40,75,2.9,1.4,8.998113208,41992,705183,374324.6,21.46,91.98,4,1960.03
4813,chittagong,1961,3,31.1,22,3,83,3.2,3,8.9,41992,705183,374324.6,21.46,91.98,4,1961.03
4814,chittagong,1962,3,34.3,20,0,73,3,1.1,9.6,41992,705183,374324.6,21.46,91.98,4,1962.03
4815,chittagong,1963,3,35.4,20,4,73,3.1,1.6,9.5,41992,705183,374324.6,21.46,91.98,4,1963.03
4816,chittagong,1964,3,33.9,21.3,0,79,2.9,1.8,9.4,41992,705183,374324.6,21.46,91.98,4,1964.03
4817,chittagong,1965,3,34.9,19.1,0,74,3.2,1.1,9.7,41992,705183,374324.6,21.46,91.98,4,1965.03
4818,chittagong,1966,3,34.1,20.5,84,77,4,2.4,9.2,41992,705183,374324.6,21.46,91.98,4,1966.03
4819,chittagong,1967,3,32.3,20.6,4,74,3.4,2.7,8.9,41992,705183,374324.6,21.46,91.98,4,1967.03
4820,chittagong,1968,3,32.2,21,7,77,3.9,2.1,9.2,41992,705183,374324.6,21.46,91.98,4,1968.03
4821,chittagong,1969,3,34,21.1,75,81,3.6,2.2,9.1,41992,705183,374324.6,21.46,91.98,4,1969.03
4822,chittagong,1970,3,32.9,21.4,0,71,3.2,1.6,9.3,41992,705183,374324.6,21.46,91.98,4,1970.03
4823,chittagong,1971,3,33.3,19.3,8,75,2.1,0.8,8.9,41992,705183,374324.6,21.46,91.98,4,1971.03
4824,chittagong,1972,3,32.8,18.4,0,77,2.3,1.3,10.1,41992,705183,374324.6,21.46,91.98,4,1972.03
4825,chittagong,1973,3,34.4,19.6,2,70,1.9,1,10.5,41992,705183,374324.6,21.46,91.98,4,1973.03
4826,chittagong,1974,3,32.8,20.5,158,78,1.7,2.6,9.2,41992,705183,374324.6,21.46,91.98,4,1974.03
4827,chittagong,1975,3,33.9,21,0,73,2.2,0.6,10.5,41992,705183,374324.6,21.46,91.98,4,1975.03
4828,chittagong,1976,3,33.3,21.1,0,76,1.7,1.2,10.9,41992,705183,374324.6,21.46,91.98,4,1976.03
4829,chittagong,1977,3,32.2,21.4,0,77,1.9,1.9,10.2,41992,705183,374324.6,21.46,91.98,4,1977.03
4830,chittagong,1978,3,34,19.1,0,68,1.8,1,9.2,41992,705183,374324.6,21.46,91.98,4,1978.03
4831,chittagong,1979,3,33,19.7,0,71,1.5,2,10.4,41992,705183,374324.6,21.46,91.98,4,1979.03
4832,chittagong,1980,3,33.4,20.6,27,75,1.6,1.8,10.3,41992,705183,374324.6,21.46,91.98,4,1980.03
4833,chittagong,1981,3,32,19.5,40,71,1.3,2.5,9.4,41992,705183,374324.6,21.46,91.98,4,1981.03
4834,chittagong,1982,3,35,19.2,13,67,1.3,0.6,10.1,41992,705183,374324.6,21.46,91.98,4,1982.03
4835,chittagong,1983,3,32.5,21.2,19,79,2.1,2.6,8.1,41992,705183,374324.6,21.46,91.98,4,1983.03
4836,chittagong,1984,3,34,20.1,0,80,1.4,0.9,8.4,41992,705183,374324.6,21.46,91.98,4,1984.03
4837,chittagong,1985,3,31.5,22.3,14,80,2.4,2.5,8.4,41992,705183,374324.6,21.46,91.98,4,1985.03
4838,chittagong,1986,3,34.5,20.5,0,74,1.7,0.9,9.1,41992,705183,374324.6,21.46,91.98,4,1986.03
4839,chittagong,1987,3,35,20.9,9,73,1.6,2.1,8.9,41992,705183,374324.6,21.46,91.98,4,1987.03
4840,chittagong,1988,3,34.5,21.3,13,73,1.7,2.1,9.5,41992,705183,374324.6,21.46,91.98,4,1988.03
4841,chittagong,1989,3,34.5,20.6,0,72,2.3,1.7,9.2,41992,705183,374324.6,21.46,91.98,4,1989.03
4842,chittagong,1990,3,31.2,20.1,174,78,2,4,6.4,41992,705183,374324.6,21.46,91.98,4,1990.03
4843,chittagong,1991,3,36,22.6,22,76,1.4,1.7,8,41992,705183,374324.6,21.46,91.98,4,1991.03
4844,chittagong,1992,3,36,22.1,0,82,1.8,2.4,7.8,41992,705183,374324.6,21.46,91.98,4,1992.03
4845,chittagong,1993,3,32.5,20,115,74,3.2,2.3,7.6,41992,705183,374324.6,21.46,91.98,4,1993.03
4846,chittagong,1994,3,34,21.4,239,75,2.4,2.4,8.1,41992,705183,374324.6,21.46,91.98,4,1994.03
4847,chittagong,1995,3,36,21.2,10,68,2.4,1.1,8.9,41992,705183,374324.6,21.46,91.98,4,1995.03
4848,chittagong,1996,3,32.7,22.5,2,81,2.6,3.5,8.9,41992,705183,374324.6,21.46,91.98,4,1996.03
4849,chittagong,1997,3,33.3,21.5,40,79,1.6,2.6,8.4,41992,705183,374324.6,21.46,91.98,4,1997.03
4850,chittagong,1998,3,35,20.2,16,70,1.7,1.7,9.4,41992,705183,374324.6,21.46,91.98,4,1998.03
4851,chittagong,1999,3,36,21.9,0,77,1.6,1.1,9.2,41992,705183,374324.6,21.46,91.98,4,1999.03
4852,chittagong,2000,3,35.8,21.2,96,76,1.6,2.3,8.2,41992,705183,374324.6,21.46,91.98,4,2000.03
4853,chittagong,2001,3,36.2,21,0,72,1.1,0.6,10.3,41992,705183,374324.6,21.46,91.98,4,2001.03
4854,chittagong,2002,3,36.2,21.6,43,74,1.1,1.1,9.1,41992,705183,374324.6,21.46,91.98,4,2002.03
4855,chittagong,2003,3,33.5,20.3,68,76,1.1,1.3,9.5,41992,705183,374324.6,21.46,91.98,4,2003.03
4856,chittagong,2004,3,35.6,22.1,1,77,1.5,2.2,9.4,41992,705183,374324.6,21.46,91.98,4,2004.03
4857,chittagong,2005,3,33.2,22.3,27,79,2.3,1.9,8.8,41992,705183,374324.6,21.46,91.98,4,2005.03
4858,chittagong,2006,3,37.4,22.3,0,69,1.1,1.1,8.1,41992,705183,374324.6,21.46,91.98,4,2006.03
4859,chittagong,2007,3,35.2,20.3,0,67,1.1,0.4,9,41992,705183,374324.6,21.46,91.98,4,2007.03
4860,chittagong,2008,3,35.6,21.8,4,79,0.5,2,8.1,41992,705183,374324.6,21.46,91.98,4,2008.03
4861,chittagong,2009,3,36,21.9,0,73,3.9,1.9,6.7,41992,705183,374324.6,21.46,91.98,4,2009.03
4862,chittagong,2010,3,37,23.3,15,75,4.5,2,7.7,41992,705183,374324.6,21.46,91.98,4,2010.03
4863,chittagong,2011,3,35,20.9,4,70,4.3,1.4,8.9,41992,705183,374324.6,21.46,91.98,4,2011.03
4864,chittagong,2012,3,34.5,21.4,109,77,2.9,1.9,7.7,41992,705183,374324.6,21.46,91.98,4,2012.03
4865,chittagong,2013,3,35,21.4,0,75,3.5,0.8,8.6,41992,705183,374324.6,21.46,91.98,4,2013.03
4866,chittagong,1948,4,35.3,23.8,200,82,2.614814815,3.2,8.930188679,41992,705183,374324.6,21.46,91.98,4,1948.04
4867,chittagong,1949,4,33.1,21.7,73,76,2.614814815,4.5,8.930188679,41992,705183,374324.6,21.46,91.98,4,1949.04
4868,chittagong,1950,4,34.4,22.4,20,74,2.614814815,1.5,8.930188679,41992,705183,374324.6,21.46,91.98,4,1950.04
4869,chittagong,1951,4,34.4,21.9,165,78,2.614814815,2.6,8.930188679,41992,705183,374324.6,21.46,91.98,4,1951.04
4870,chittagong,1952,4,35,23,206,76,2.614814815,2.8,8.930188679,41992,705183,374324.6,21.46,91.98,4,1952.04
4871,chittagong,1953,4,33.9,23.7,6,84,2.614814815,2.4,8.930188679,41992,705183,374324.6,21.46,91.98,4,1953.04
4872,chittagong,1954,4,34.1,25.4,0,78,2.614814815,2.9,8.930188679,41992,705183,374324.6,21.46,91.98,4,1954.04
4873,chittagong,1955,4,35.1,22.5,35,78,2.614814815,3.1,8.930188679,41992,705183,374324.6,21.46,91.98,4,1955.04
4874,chittagong,1956,4,36.6,23.5,23,80,2.614814815,2.4,8.930188679,41992,705183,374324.6,21.46,91.98,4,1956.04
4875,chittagong,1957,4,35.2,23.1,0,78,2.614814815,3,8.930188679,41992,705183,374324.6,21.46,91.98,4,1957.04
4876,chittagong,1958,4,33.8,24.4,23,79,2.614814815,3.6,8.930188679,41992,705183,374324.6,21.46,91.98,4,1958.04
4877,chittagong,1959,4,35.3,24,9,80,2.614814815,3,8.930188679,41992,705183,374324.6,21.46,91.98,4,1959.04
4878,chittagong,1960,4,36.2,24,0,80,2.7,2.4,8.930188679,41992,705183,374324.6,21.46,91.98,4,1960.04
4879,chittagong,1961,4,33.8,24.8,30,79,2.8,3.3,9.9,41992,705183,374324.6,21.46,91.98,4,1961.04
4880,chittagong,1962,4,33.1,24.2,18,77,3.3,3.7,9.5,41992,705183,374324.6,21.46,91.98,4,1962.04
4881,chittagong,1963,4,33.9,22.9,157,80,3.4,4.6,9,41992,705183,374324.6,21.46,91.98,4,1963.04
4882,chittagong,1964,4,32.3,23.8,63,79,4.1,4.4,8.1,41992,705183,374324.6,21.46,91.98,4,1964.04
4883,chittagong,1965,4,33,23.5,10,76,4,3.3,10.5,41992,705183,374324.6,21.46,91.98,4,1965.04
4884,chittagong,1966,4,33.4,24.3,30,81,5.1,3.8,9.7,41992,705183,374324.6,21.46,91.98,4,1966.04
4885,chittagong,1967,4,34.7,23.2,44,77,4.2,2.7,9.2,41992,705183,374324.6,21.46,91.98,4,1967.04
4886,chittagong,1968,4,33.1,23.6,65,76,4.3,3.2,10.3,41992,705183,374324.6,21.46,91.98,4,1968.04
4887,chittagong,1969,4,33.4,23.2,93,83,3.9,2.6,9.3,41992,705183,374324.6,21.46,91.98,4,1969.04
4888,chittagong,1970,4,34.4,23.5,69,75,3.2,3,9.4,41992,705183,374324.6,21.46,91.98,4,1970.04
4889,chittagong,1971,4,32.2,23.4,52,78,2.5,3,9,41992,705183,374324.6,21.46,91.98,4,1971.04
4890,chittagong,1972,4,32.8,23.7,52,76,2.9,4.1,10.4,41992,705183,374324.6,21.46,91.98,4,1972.04
4891,chittagong,1973,4,34.2,24.9,6,77,3.3,3.4,10.2,41992,705183,374324.6,21.46,91.98,4,1973.04
4892,chittagong,1974,4,32.2,24.4,76,80,2.5,2.3,10.2,41992,705183,374324.6,21.46,91.98,4,1974.04
4893,chittagong,1975,4,33.1,24.3,11,77,2.6,3,10.2,41992,705183,374324.6,21.46,91.98,4,1975.04
4894,chittagong,1976,4,35.6,24.3,86,77,2.4,3.4,10.5,41992,705183,374324.6,21.46,91.98,4,1976.04
4895,chittagong,1977,4,31.9,22.5,566,82,2.6,4.4,7.5,41992,705183,374324.6,21.46,91.98,4,1977.04
4896,chittagong,1978,4,34,22.5,270,74,1.3,1.9,8.9,41992,705183,374324.6,21.46,91.98,4,1978.04
4897,chittagong,1979,4,34.2,23.9,3,79,1.3,2.7,10.4,41992,705183,374324.6,21.46,91.98,4,1979.04
4898,chittagong,1980,4,37,25.3,0,78,2.8,3.1,8.2,41992,705183,374324.6,21.46,91.98,4,1980.04
4899,chittagong,1981,4,33,22.1,219,80,1.3,3.2,8.1,41992,705183,374324.6,21.46,91.98,4,1981.04
4900,chittagong,1982,4,33,22.7,123,77,1.9,3,9.4,41992,705183,374324.6,21.46,91.98,4,1982.04
4901,chittagong,1983,4,35.5,23.5,123,80,2.5,3,8.4,41992,705183,374324.6,21.46,91.98,4,1983.04
4902,chittagong,1984,4,36,24.6,66,80,2.7,3.3,6.4,41992,705183,374324.6,21.46,91.98,4,1984.04
4903,chittagong,1985,4,33.3,24.9,92,78,2.8,3.3,7.9,41992,705183,374324.6,21.46,91.98,4,1985.04
4904,chittagong,1986,4,33.9,24.2,51,75,2.6,3.1,8.1,41992,705183,374324.6,21.46,91.98,4,1986.04
4905,chittagong,1987,4,33.5,24.2,194,79,2.4,3.7,7.8,41992,705183,374324.6,21.46,91.98,4,1987.04
4906,chittagong,1988,4,34.2,24.2,167,78,1.8,3,7.6,41992,705183,374324.6,21.46,91.98,4,1988.04
4907,chittagong,1989,4,33.5,24.4,160,77,3.5,3.6,8.5,41992,705183,374324.6,21.46,91.98,4,1989.04
4908,chittagong,1990,4,33.2,23.4,135,79,3.2,3.9,6.7,41992,705183,374324.6,21.46,91.98,4,1990.04
4909,chittagong,1991,4,36.7,24.4,175,78,1.7,3.6,7.6,41992,705183,374324.6,21.46,91.98,4,1991.04
4910,chittagong,1992,4,35,25.2,1,78,2.3,3.7,7.9,41992,705183,374324.6,21.46,91.98,4,1992.04
4911,chittagong,1993,4,36.8,23.1,96,77,2.1,2.4,9.2,41992,705183,374324.6,21.46,91.98,4,1993.04
4912,chittagong,1994,4,36.5,23.9,237,80,1.9,3,8.7,41992,705183,374324.6,21.46,91.98,4,1994.04
4913,chittagong,1995,4,35.5,24.7,24,76,2.2,3.1,9,41992,705183,374324.6,21.46,91.98,4,1995.04
4914,chittagong,1996,4,34.2,24.1,77,78,1.7,3.2,7.7,41992,705183,374324.6,21.46,91.98,4,1996.04
4915,chittagong,1997,4,34.5,21.8,28,77,1.3,3.2,8.6,41992,705183,374324.6,21.46,91.98,4,1997.04
4916,chittagong,1998,4,36,23.9,157,79,1,2,9.7,41992,705183,374324.6,21.46,91.98,4,1998.04
4917,chittagong,1999,4,36.5,25.3,8,77,1.2,2.1,9.3,41992,705183,374324.6,21.46,91.98,4,1999.04
4918,chittagong,2000,4,34.8,24,65,79,2,2.7,9.7,41992,705183,374324.6,21.46,91.98,4,2000.04
4919,chittagong,2001,4,36.7,24.3,6,76,1.2,2.2,9.9,41992,705183,374324.6,21.46,91.98,4,2001.04
4920,chittagong,2002,4,34.2,23.9,92,83,1.2,2.2,9.4,41992,705183,374324.6,21.46,91.98,4,2002.04
4921,chittagong,2003,4,36.6,25.2,10,79,1.4,2.5,9.8,41992,705183,374324.6,21.46,91.98,4,2003.04
4922,chittagong,2004,4,34,24.4,204,82,2.3,3.8,8.4,41992,705183,374324.6,21.46,91.98,4,2004.04
4923,chittagong,2005,4,37.5,24.8,113,77,1.9,1.9,10.1,41992,705183,374324.6,21.46,91.98,4,2005.04
4924,chittagong,2006,4,35,25.1,114,73,1.3,2.3,9.1,41992,705183,374324.6,21.46,91.98,4,2006.04
4925,chittagong,2007,4,34.8,23.5,100,77,1.3,3.6,8.6,41992,705183,374324.6,21.46,91.98,4,2007.04
4926,chittagong,2008,4,35,24.6,0,72,1,2.3,9.9,41992,705183,374324.6,21.46,91.98,4,2008.04
4927,chittagong,2009,4,34.8,25.3,130,77,6,3.2,8.2,41992,705183,374324.6,21.46,91.98,4,2009.04
4928,chittagong,2010,4,35,26.3,12,75,5.5,3.2,8.6,41992,705183,374324.6,21.46,91.98,4,2010.04
4929,chittagong,2011,4,34.7,24.1,123,78,3.4,2.9,7.9,41992,705183,374324.6,21.46,91.98,4,2011.04
4930,chittagong,2012,4,35,24.3,148,77,4,3.1,8,41992,705183,374324.6,21.46,91.98,4,2012.04
4931,chittagong,2013,4,35,24.5,54,77,3.4,2.3,8.7,41992,705183,374324.6,21.46,91.98,4,2013.04
4932,chittagong,1948,5,33.3,25.1,424,85,2.774074074,5.2,7.452830189,41992,705183,374324.6,21.46,91.98,4,1948.05
4933,chittagong,1949,5,33.6,23.5,271,83,2.774074074,4.2,7.452830189,41992,705183,374324.6,21.46,91.98,4,1949.05
4934,chittagong,1950,5,35.3,25,202,77,2.774074074,3,7.452830189,41992,705183,374324.6,21.46,91.98,4,1950.05
4935,chittagong,1951,5,34.4,24.7,72,76,2.774074074,2.3,7.452830189,41992,705183,374324.6,21.46,91.98,4,1951.05
4936,chittagong,1952,5,34.4,24.3,258,82,2.774074074,4.1,7.452830189,41992,705183,374324.6,21.46,91.98,4,1952.05
4937,chittagong,1953,5,33.9,24.5,455,87,2.774074074,4.4,7.452830189,41992,705183,374324.6,21.46,91.98,4,1953.05
4938,chittagong,1954,5,34.6,25.9,139,78,2.774074074,4.1,7.452830189,41992,705183,374324.6,21.46,91.98,4,1954.05
4939,chittagong,1955,5,34.1,25,375,82,2.774074074,4.6,7.452830189,41992,705183,374324.6,21.46,91.98,4,1955.05
4940,chittagong,1956,5,33.5,24.7,664,88,2.774074074,6.2,7.452830189,41992,705183,374324.6,21.46,91.98,4,1956.05
4941,chittagong,1957,5,34.4,24.9,120,78,2.774074074,4.4,7.452830189,41992,705183,374324.6,21.46,91.98,4,1957.05
4942,chittagong,1958,5,34.3,26.1,95,81,2.774074074,4.7,7.452830189,41992,705183,374324.6,21.46,91.98,4,1958.05
4943,chittagong,1959,5,34.3,26,210,79,2.774074074,5,7.452830189,41992,705183,374324.6,21.46,91.98,4,1959.05
4944,chittagong,1960,5,34.3,25.9,204,78,3.9,4.5,7.452830189,41992,705183,374324.6,21.46,91.98,4,1960.05
4945,chittagong,1961,5,35.6,25.8,294,83,2.8,4.9,7.6,41992,705183,374324.6,21.46,91.98,4,1961.05
4946,chittagong,1962,5,34.6,25,258,76,3,4.3,8.6,41992,705183,374324.6,21.46,91.98,4,1962.05
4947,chittagong,1963,5,32.7,23.8,617,80,3.3,5.7,8,41992,705183,374324.6,21.46,91.98,4,1963.05
4948,chittagong,1964,5,34.8,25.1,267,79,3.4,4.6,9,41992,705183,374324.6,21.46,91.98,4,1964.05
4949,chittagong,1965,5,34.6,25.3,351,80,4.5,4.8,8.3,41992,705183,374324.6,21.46,91.98,4,1965.05
4950,chittagong,1966,5,35.1,26.2,64,84,5.3,4.3,6.9,41992,705183,374324.6,21.46,91.98,4,1966.05
4951,chittagong,1967,5,34.6,25.1,95,79,4.6,4.3,8.4,41992,705183,374324.6,21.46,91.98,4,1967.05
4952,chittagong,1968,5,33.6,24.1,342,79,5.3,4.5,9.4,41992,705183,374324.6,21.46,91.98,4,1968.05
4953,chittagong,1969,5,34.3,25,103,79,3.2,3.9,10,41992,705183,374324.6,21.46,91.98,4,1969.05
4954,chittagong,1970,5,36.2,25.2,331,79,3.3,5.5,5.8,41992,705183,374324.6,21.46,91.98,4,1970.05
4955,chittagong,1971,5,33.2,24.1,155,80,2.7,4.3,7.7,41992,705183,374324.6,21.46,91.98,4,1971.05
4956,chittagong,1972,5,34.9,25.7,124,76,3.6,4.4,7.5,41992,705183,374324.6,21.46,91.98,4,1972.05
4957,chittagong,1973,5,33.3,24.5,496,84,2.6,4.6,6.9,41992,705183,374324.6,21.46,91.98,4,1973.05
4958,chittagong,1974,5,34.4,24.5,486,82,2.7,4,7.9,41992,705183,374324.6,21.46,91.98,4,1974.05
4959,chittagong,1975,5,35,24.9,254,79,2.7,4.8,7.1,41992,705183,374324.6,21.46,91.98,4,1975.05
4960,chittagong,1976,5,33.7,24.4,244,82,2.2,5.1,8.2,41992,705183,374324.6,21.46,91.98,4,1976.05
4961,chittagong,1977,5,32.3,24.2,354,82,2.3,5,6.2,41992,705183,374324.6,21.46,91.98,4,1977.05
4962,chittagong,1978,5,34,25.9,518,81,2.6,5.4,7.6,41992,705183,374324.6,21.46,91.98,4,1978.05
4963,chittagong,1979,5,35,26.4,22,79,1.6,3.7,6.7,41992,705183,374324.6,21.46,91.98,4,1979.05
4964,chittagong,1980,5,34,24.4,117,80,1.9,4.4,8,41992,705183,374324.6,21.46,91.98,4,1980.05
4965,chittagong,1981,5,33,24.1,240,80,1.3,4.2,7.7,41992,705183,374324.6,21.46,91.98,4,1981.05
4966,chittagong,1982,5,35.6,25.4,26,75,1.5,2.2,9.5,41992,705183,374324.6,21.46,91.98,4,1982.05
4967,chittagong,1983,5,34.4,24.9,261,84,1.9,4.4,7.7,41992,705183,374324.6,21.46,91.98,4,1983.05
4968,chittagong,1984,5,33.5,25.5,329,82,3.5,4,7.1,41992,705183,374324.6,21.46,91.98,4,1984.05
4969,chittagong,1985,5,33.9,24.4,474,80,2.6,4,7.2,41992,705183,374324.6,21.46,91.98,4,1985.05
4970,chittagong,1986,5,34.5,24.7,141,76,2.1,3.4,7.6,41992,705183,374324.6,21.46,91.98,4,1986.05
4971,chittagong,1987,5,35,25.1,50,77,1.8,2.6,8.8,41992,705183,374324.6,21.46,91.98,4,1987.05
4972,chittagong,1988,5,35,25.8,337,83,3,4.5,6.9,41992,705183,374324.6,21.46,91.98,4,1988.05
4973,chittagong,1989,5,35,26.2,83,76,2.8,3.9,8.2,41992,705183,374324.6,21.46,91.98,4,1989.05
4974,chittagong,1990,5,34.5,25.5,233,80,2,5,5.8,41992,705183,374324.6,21.46,91.98,4,1990.05
4975,chittagong,1991,5,33,25.5,182,82,3.4,5.3,6.6,41992,705183,374324.6,21.46,91.98,4,1991.05
4976,chittagong,1992,5,34.3,25,141,78,2.6,4.6,6.8,41992,705183,374324.6,21.46,91.98,4,1992.05
4977,chittagong,1993,5,33.6,24.2,508,81,3.1,5.1,7.6,41992,705183,374324.6,21.46,91.98,4,1993.05
4978,chittagong,1994,5,34,26.1,309,81,2,4,8,41992,705183,374324.6,21.46,91.98,4,1994.05
4979,chittagong,1995,5,35.5,26.9,414,78,3.4,4.8,7.5,41992,705183,374324.6,21.46,91.98,4,1995.05
4980,chittagong,1996,5,34.5,25.3,279,81,3.1,4.8,7.6,41992,705183,374324.6,21.46,91.98,4,1996.05
4981,chittagong,1997,5,35.5,24.9,283,79,2.8,4.6,8,41992,705183,374324.6,21.46,91.98,4,1997.05
4982,chittagong,1998,5,37.5,26,381,81,2.5,3.9,7.6,41992,705183,374324.6,21.46,91.98,4,1998.05
4983,chittagong,1999,5,36.3,25.1,578,84,2.2,4.8,5.7,41992,705183,374324.6,21.46,91.98,4,1999.05
4984,chittagong,2000,5,35.7,23.7,589,86,1.6,4.9,5.8,41992,705183,374324.6,21.46,91.98,4,2000.05
4985,chittagong,2001,5,35.5,24,379,83,1.3,4.2,7.6,41992,705183,374324.6,21.46,91.98,4,2001.05
4986,chittagong,2002,5,34.6,25.1,494,85,1.9,4.8,7.3,41992,705183,374324.6,21.46,91.98,4,2002.05
4987,chittagong,2003,5,35.8,25.7,574,84,1.6,3.9,6.1,41992,705183,374324.6,21.46,91.98,4,2003.05
4988,chittagong,2004,5,37.3,26,250,80,1.4,3.9,8,41992,705183,374324.6,21.46,91.98,4,2004.05
4989,chittagong,2005,5,35,25.9,178,76,2.3,2.6,9.1,41992,705183,374324.6,21.46,91.98,4,2005.05
4990,chittagong,2006,5,34.8,25.2,800,81,1.3,4.8,7.2,41992,705183,374324.6,21.46,91.98,4,2006.05
4991,chittagong,2007,5,35.8,25.7,373,80,1.3,4.6,7.5,41992,705183,374324.6,21.46,91.98,4,2007.05
4992,chittagong,2008,5,35.9,25,244,77,1,4.7,6.3,41992,705183,374324.6,21.46,91.98,4,2008.05
4993,chittagong,2009,5,36.5,25.3,241,76,4.6,3.9,7.6,41992,705183,374324.6,21.46,91.98,4,2009.05
4994,chittagong,2010,5,36,26.1,717,78,4.1,4.3,6.8,41992,705183,374324.6,21.46,91.98,4,2010.05
4995,chittagong,2011,5,34.5,24.7,296,81,4.2,4.8,6.9,41992,705183,374324.6,21.46,91.98,4,2011.05
4996,chittagong,2012,5,35.5,25.8,254,79,3.8,3.7,7.1,41992,705183,374324.6,21.46,91.98,4,2012.05
4997,chittagong,2013,5,34.5,24.7,700,86,4.3,6,4,41992,705183,374324.6,21.46,91.98,4,2013.05
4998,chittagong,1948,6,33.2,25.1,827,89,3.238888889,5.6,4.033962264,41992,705183,374324.6,21.46,91.98,4,1948.06
4999,chittagong,1949,6,32.6,25,789,89,3.238888889,6.1,4.033962264,41992,705183,374324.6,21.46,91.98,4,1949.06
5000,chittagong,1950,6,33.3,25,790,85,3.238888889,5,4.033962264,41992,705183,374324.6,21.46,91.98,4,1950.06
5001,chittagong,1951,6,34.4,24.3,691,87,3.238888889,6.1,4.033962264,41992,705183,374324.6,21.46,91.98,4,1951.06
5002,chittagong,1952,6,32.8,24.8,809,88,3.238888889,6.1,4.033962264,41992,705183,374324.6,21.46,91.98,4,1952.06
5003,chittagong,1953,6,32.8,24.5,722,89,3.238888889,6.1,4.033962264,41992,705183,374324.6,21.46,91.98,4,1953.06
5004,chittagong,1954,6,31.6,23.9,1504,91,3.238888889,7.2,4.033962264,41992,705183,374324.6,21.46,91.98,4,1954.06
5005,chittagong,1955,6,32.6,25,611,91,3.238888889,6.5,4.033962264,41992,705183,374324.6,21.46,91.98,4,1955.06
5006,chittagong,1956,6,31.8,24.4,810,93,3.238888889,6.6,4.033962264,41992,705183,374324.6,21.46,91.98,4,1956.06
5007,chittagong,1957,6,33.3,25.1,493,86,3.238888889,6.5,4.033962264,41992,705183,374324.6,21.46,91.98,4,1957.06
5008,chittagong,1958,6,34.6,26,379,86,3.238888889,6.4,4.033962264,41992,705183,374324.6,21.46,91.98,4,1958.06
5009,chittagong,1959,6,33.8,25.1,550,85,3.238888889,6.8,4.033962264,41992,705183,374324.6,21.46,91.98,4,1959.06
