SL,region,YEAR,Month,Max Temp,Min Temp,Rainfall,Relative Humidity,Wind Speed,Cloud Coverage,Bright Sunshine,Station Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period
0,borishal,1949,1,29.4,12.3,0,68,0.453703704,0.6,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1949.01
1,borishal,1950,1,30,14.1,0,77,0.453703704,0.8,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1950.01
2,borishal,1951,1,28.2,12.3,0,77,0.453703704,0.6,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1951.01
3,borishal,1952,1,26.6,12.3,2,77,0.453703704,1,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1952.01
4,borishal,1953,1,30,13.3,10,75,0.453703704,1.6,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1953.01
5,borishal,1954,1,27.8,12.7,0,72,0.453703704,0.5,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1954.01
6,borishal,1955,1,26.6,12.3,2,77,0.453703704,1,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1955.01
7,borishal,1956,1,29.4,14.3,17,74,0.453703704,0.4,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1956.01
8,borishal,1957,1,30.1,15.1,104,80,0.453703704,1,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1957.01
9,borishal,1958,1,31.1,15.5,0,77,0.453703704,1.7,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1958.01
10,borishal,1959,1,29.9,14.5,24,77,0.453703704,1.4,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1959.01
11,borishal,1960,1,27.3,12.8,0,71,0.3,1.3,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1960.01
12,borishal,1961,1,28.8,14.5,8,73,0.2,1.7,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1961.01
13,borishal,1962,1,28.3,11.6,0,74,0.3,0.5,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1962.01
14,borishal,1963,1,27.7,12.2,0,67,0.2,0.5,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1963.01
15,borishal,1964,1,26.6,12.3,0,77,0.4,0.9,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1964.01
16,borishal,1965,1,26.6,12.3,0,80,0.1,1.5,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1965.01
17,borishal,1966,1,26.6,12.3,19,82,0.5,2.7,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1966.01
18,borishal,1967,1,26.6,12.3,42,78,0.4,2.7,8.1,41950,536809.8,510151.9,22.7,90.36,4,1967.01
19,borishal,1968,1,28.9,12.2,0,75,0.6,0.9,8,41950,536809.8,510151.9,22.7,90.36,4,1968.01
20,borishal,1969,1,27.9,10.6,0,74,0.6,1,8.3,41950,536809.8,510151.9,22.7,90.36,4,1969.01
21,borishal,1970,1,26.7,11.6,0,78,0.5,2.1,8.7,41950,536809.8,510151.9,22.7,90.36,4,1970.01
22,borishal,1971,1,27.9,13.2,7,77,0.4,1.9,8.6,41950,536809.8,510151.9,22.7,90.36,4,1971.01
23,borishal,1972,1,28.3,12.1,0,77,0.5,0.7,10.1,41950,536809.8,510151.9,22.7,90.36,4,1972.01
24,borishal,1973,1,31.7,12.6,0,73,0.5,0.4,9.9,41950,536809.8,510151.9,22.7,90.36,4,1973.01
25,borishal,1974,1,27.2,11.7,2,77,0.3,0.3,10.3,41950,536809.8,510151.9,22.7,90.36,4,1974.01
26,borishal,1975,1,27.5,11.2,1,77,0.6,0.7,10.2,41950,536809.8,510151.9,22.7,90.36,4,1975.01
27,borishal,1976,1,31.1,11.7,0,77,0.2,0.3,8.1,41950,536809.8,510151.9,22.7,90.36,4,1976.01
28,borishal,1977,1,28.3,11.1,9,75,0.4,0.6,9.3,41950,536809.8,510151.9,22.7,90.36,4,1977.01
29,borishal,1978,1,27.8,10.7,0,72,0.3,0.4,8.1,41950,536809.8,510151.9,22.7,90.36,4,1978.01
30,borishal,1979,1,30.6,12,1,75,0.3,0.6,8.8,41950,536809.8,510151.9,22.7,90.36,4,1979.01
31,borishal,1980,1,29.5,11.8,0,75,0.4,0.5,9,41950,536809.8,510151.9,22.7,90.36,4,1980.01
32,borishal,1981,1,28,13.1,24,79,0.6,1.6,8.4,41950,536809.8,510151.9,22.7,90.36,4,1981.01
33,borishal,1982,1,29.8,12.4,0,74,0.2,0.4,8.1,41950,536809.8,510151.9,22.7,90.36,4,1982.01
34,borishal,1983,1,28.2,11.9,8,77,0.3,1.2,7.7,41950,536809.8,510151.9,22.7,90.36,4,1983.01
35,borishal,1984,1,27.6,11.7,16,83,0.3,1.4,8.2,41950,536809.8,510151.9,22.7,90.36,4,1984.01
36,borishal,1985,1,30.2,12.6,1,84,0.2,1.4,7.5,41950,536809.8,510151.9,22.7,90.36,4,1985.01
37,borishal,1986,1,29.5,11.5,6,86,0.3,1.4,7.1,41950,536809.8,510151.9,22.7,90.36,4,1986.01
38,borishal,1987,1,29.2,12,4,84,0.3,0.6,8.6,41950,536809.8,510151.9,22.7,90.36,4,1987.01
39,borishal,1988,1,28,12.1,0,81,0.2,0.5,8.3,41950,536809.8,510151.9,22.7,90.36,4,1988.01
40,borishal,1989,1,27.1,10.2,0,79,0.3,0.3,8.3,41950,536809.8,510151.9,22.7,90.36,4,1989.01
41,borishal,1990,1,29.9,12.5,0,83,0.3,0.5,7.1,41950,536809.8,510151.9,22.7,90.36,4,1990.01
42,borishal,1991,1,28.6,12.1,10,82,0.2,1.6,6.8,41950,536809.8,510151.9,22.7,90.36,4,1991.01
43,borishal,1992,1,28,11.6,4,81,0.2,0.6,7,41950,536809.8,510151.9,22.7,90.36,4,1992.01
44,borishal,1993,1,28.5,11.6,1,83,0.2,0.8,6.8,41950,536809.8,510151.9,22.7,90.36,4,1993.01
45,borishal,1994,1,29.6,12.2,4,71,0.4,0.4,7.7,41950,536809.8,510151.9,22.7,90.36,4,1994.01
46,borishal,1995,1,29,10.7,1,73,0.4,1.7,6.8,41950,536809.8,510151.9,22.7,90.36,4,1995.01
47,borishal,1996,1,29.4,12.4,0,80,0.2,0.5,8.2,41950,536809.8,510151.9,22.7,90.36,4,1996.01
48,borishal,1997,1,28.2,10.7,1,79,0.3,1.1,7.5,41950,536809.8,510151.9,22.7,90.36,4,1997.01
49,borishal,1998,1,29,11.8,148,88,0.7,2.4,5.5,41950,536809.8,510151.9,22.7,90.36,4,1998.01
50,borishal,1999,1,30,12.1,0,82,0.5,0.4,8.2,41950,536809.8,510151.9,22.7,90.36,4,1999.01
51,borishal,2000,1,30,12.4,0,81,0.4,0.9,7.9,41950,536809.8,510151.9,22.7,90.36,4,2000.01
52,borishal,2001,1,29.5,10.1,0,81,0.1,0.3,8.9,41950,536809.8,510151.9,22.7,90.36,4,2001.01
53,borishal,2002,1,29,13,19,85,0.1,1.8,6.9,41950,536809.8,510151.9,22.7,90.36,4,2002.01
54,borishal,2003,1,28.6,11.1,0,81,0.2,1.4,7.4,41950,536809.8,510151.9,22.7,90.36,4,2003.01
55,borishal,2004,1,29,13,0,82,0.2,2.3,6,41950,536809.8,510151.9,22.7,90.36,4,2004.01
56,borishal,2005,1,29.5,12.5,11,87,0.4,1.5,7.2,41950,536809.8,510151.9,22.7,90.36,4,2005.01
57,borishal,2006,1,29.6,12.1,0,81,0.5,0.9,7.7,41950,536809.8,510151.9,22.7,90.36,4,2006.01
58,borishal,2007,1,29.4,11.2,0,81,0.2,0.7,7.2,41950,536809.8,510151.9,22.7,90.36,4,2007.01
59,borishal,2008,1,30,13.2,41,81,0.4,1.6,6.5,41950,536809.8,510151.9,22.7,90.36,4,2008.01
60,borishal,2009,1,29,13.6,0,82,1.7,0.5,6.8,41950,536809.8,510151.9,22.7,90.36,4,2009.01
61,borishal,2010,1,28.9,10.8,0,81,1.9,1,7.1,41950,536809.8,510151.9,22.7,90.36,4,2010.01
62,borishal,2011,1,29,10.9,0,79,1,0.5,6.7,41950,536809.8,510151.9,22.7,90.36,4,2011.01
63,borishal,2012,1,28.8,13,31,82,1.9,2,5.4,41950,536809.8,510151.9,22.7,90.36,4,2012.01
64,borishal,2013,1,28.7,10.6,0,80,1.4,0.3,7.1,41950,536809.8,510151.9,22.7,90.36,4,2013.01
65,borishal,1949,2,33.9,15.2,9,63,0.659259259,0.9,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1949.02
66,borishal,1950,2,31.7,16.6,90,76,0.659259259,1.7,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1950.02
67,borishal,1951,2,32.3,16,0,76,0.659259259,0.6,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1951.02
68,borishal,1952,2,30.6,15.2,8,75,0.659259259,1.5,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1952.02
69,borishal,1953,2,32.8,15.5,3,75,0.659259259,2.2,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1953.02
70,borishal,1954,2,33.4,17.9,3,73,0.659259259,1,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1954.02
71,borishal,1955,2,30.5,15.2,8,75,0.659259259,1.5,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1955.02
72,borishal,1956,2,32.8,14.9,0,69,0.659259259,1.2,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1956.02
73,borishal,1957,2,30.6,16.3,13,80,0.659259259,1.6,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1957.02
74,borishal,1958,2,30.5,16.6,12,75,0.659259259,2.3,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1958.02
75,borishal,1959,2,30.5,15.6,5,80,0.659259259,1,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1959.02
76,borishal,1960,2,32.7,16.5,0,77,0.1,0.5,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1960.02
77,borishal,1961,2,31.6,14.9,43,70,0.3,2.2,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1961.02
78,borishal,1962,2,31.6,16.2,44,70,0.2,2.1,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1962.02
79,borishal,1963,2,32.7,17.3,0,65,0.2,0.9,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1963.02
80,borishal,1964,2,30.6,15.2,2,75,0.8,1.9,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1964.02
81,borishal,1965,2,30.5,15.2,44,76,0.5,1.8,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1965.02
82,borishal,1966,2,30.5,15.2,0,77,0.4,0.5,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1966.02
83,borishal,1967,2,33.8,15.6,0,75,0.7,0.7,8.1,41950,536809.8,510151.9,22.7,90.36,4,1967.02
84,borishal,1968,2,31.1,15,14,73,0.7,1.9,8.1,41950,536809.8,510151.9,22.7,90.36,4,1968.02
85,borishal,1969,2,34.2,14.9,0,69,0.7,1.4,8.5,41950,536809.8,510151.9,22.7,90.36,4,1969.02
86,borishal,1970,2,31.6,15.3,24,74,0.6,2.1,8.9,41950,536809.8,510151.9,22.7,90.36,4,1970.02
87,borishal,1971,2,31.4,14.7,1,75,0.6,1.7,8.4,41950,536809.8,510151.9,22.7,90.36,4,1971.02
88,borishal,1972,2,31.4,13.3,58,74,1.1,1.8,9.6,41950,536809.8,510151.9,22.7,90.36,4,1972.02
89,borishal,1973,2,33.5,16.3,12,72,1.1,1.9,9.7,41950,536809.8,510151.9,22.7,90.36,4,1973.02
90,borishal,1974,2,34.2,14.1,0,70,0.7,0.4,10.8,41950,536809.8,510151.9,22.7,90.36,4,1974.02
91,borishal,1975,2,32.2,14.6,1,75,0.6,1,10.1,41950,536809.8,510151.9,22.7,90.36,4,1975.02
92,borishal,1976,2,32.5,14.8,20,79,0.5,1.4,8.4,41950,536809.8,510151.9,22.7,90.36,4,1976.02
93,borishal,1977,2,31.4,13.5,36,74,0.7,1.4,9.3,41950,536809.8,510151.9,22.7,90.36,4,1977.02
94,borishal,1978,2,31.4,14.2,0,68,0.3,1.1,8.4,41950,536809.8,510151.9,22.7,90.36,4,1978.02
95,borishal,1979,2,32.2,13.7,14,70,0.5,1.2,9.5,41950,536809.8,510151.9,22.7,90.36,4,1979.02
96,borishal,1980,2,32,14.1,55,75,0.4,1.5,9,41950,536809.8,510151.9,22.7,90.36,4,1980.02
97,borishal,1981,2,33.1,15.7,43,76,0.5,1.5,7.8,41950,536809.8,510151.9,22.7,90.36,4,1981.02
98,borishal,1982,2,30.6,16.2,57,76,0.3,2.2,8.3,41950,536809.8,510151.9,22.7,90.36,4,1982.02
99,borishal,1983,2,31.4,14.4,39,73,0.6,2.4,7.7,41950,536809.8,510151.9,22.7,90.36,4,1983.02
100,borishal,1984,2,32.6,13.4,0,77,0.5,1.8,8.4,41950,536809.8,510151.9,22.7,90.36,4,1984.02
101,borishal,1985,2,31.4,14.3,2,77,0.6,1.1,8.6,41950,536809.8,510151.9,22.7,90.36,4,1985.02
102,borishal,1986,2,32,14.7,0,81,0.3,1.5,8.6,41950,536809.8,510151.9,22.7,90.36,4,1986.02
103,borishal,1987,2,33.3,14.8,3,80,0.2,1.4,8.1,41950,536809.8,510151.9,22.7,90.36,4,1987.02
104,borishal,1988,2,31,15.6,22,79,0.3,1.6,7.9,41950,536809.8,510151.9,22.7,90.36,4,1988.02
105,borishal,1989,2,31.6,15.7,14,75,0.6,0.9,8.8,41950,536809.8,510151.9,22.7,90.36,4,1989.02
106,borishal,1990,2,31.7,17.4,79,81,0.4,3.2,7.2,41950,536809.8,510151.9,22.7,90.36,4,1990.02
107,borishal,1991,2,33.2,16.5,14,80,0.5,1,8.1,41950,536809.8,510151.9,22.7,90.36,4,1991.02
108,borishal,1992,2,29.5,15.3,98,82,0.6,2,7.3,41950,536809.8,510151.9,22.7,90.36,4,1992.02
109,borishal,1993,2,31.6,16.3,35,83,0.7,1.2,8.1,41950,536809.8,510151.9,22.7,90.36,4,1993.02
110,borishal,1994,2,31,14.6,13,72,0.4,1.4,7.8,41950,536809.8,510151.9,22.7,90.36,4,1994.02
111,borishal,1995,2,31,15,62,73,0.3,2.1,7,41950,536809.8,510151.9,22.7,90.36,4,1995.02
112,borishal,1996,2,31.5,15,20,76,0.4,1.6,8.7,41950,536809.8,510151.9,22.7,90.36,4,1996.02
113,borishal,1997,2,31.4,14.6,30,79,0.5,1.5,8.1,41950,536809.8,510151.9,22.7,90.36,4,1997.02
114,borishal,1998,2,31.5,15.4,54,79,0.5,2,7.2,41950,536809.8,510151.9,22.7,90.36,4,1998.02
115,borishal,1999,2,34.8,15.1,0,78,0.7,1.1,7.8,41950,536809.8,510151.9,22.7,90.36,4,1999.02
116,borishal,2000,2,29.2,14.3,16,78,0.4,3.8,6.6,41950,536809.8,510151.9,22.7,90.36,4,2000.02
117,borishal,2001,2,32.1,14.9,17,79,0.6,1.4,8.6,41950,536809.8,510151.9,22.7,90.36,4,2001.02
118,borishal,2002,2,34,14.2,0,77,0.3,0.7,9.4,41950,536809.8,510151.9,22.7,90.36,4,2002.02
119,borishal,2003,2,31.5,16.1,4,75,0.3,1.4,8.2,41950,536809.8,510151.9,22.7,90.36,4,2003.02
120,borishal,2004,2,33.1,15.2,0,77,0.4,1.2,8.1,41950,536809.8,510151.9,22.7,90.36,4,2004.02
121,borishal,2005,2,33.6,16.9,0,78,0.7,1.2,8.8,41950,536809.8,510151.9,22.7,90.36,4,2005.02
122,borishal,2006,2,35.6,18.4,0,80,0.8,1.1,8.4,41950,536809.8,510151.9,22.7,90.36,4,2006.02
123,borishal,2007,2,31.2,16,72,81,0.4,2,6.9,41950,536809.8,510151.9,22.7,90.36,4,2007.02
124,borishal,2008,2,30,14.2,24,77,0.6,1.3,7.6,41950,536809.8,510151.9,22.7,90.36,4,2008.02
125,borishal,2009,2,33.6,16,20,75,3.1,0.8,8.5,41950,536809.8,510151.9,22.7,90.36,4,2009.02
126,borishal,2010,2,32.6,15.6,1,75,1.7,1.6,7.5,41950,536809.8,510151.9,22.7,90.36,4,2010.02
127,borishal,2011,2,31.5,15.3,0,73,2,0.9,7.9,41950,536809.8,510151.9,22.7,90.36,4,2011.02
128,borishal,2012,2,34.2,14.3,2,73,2.4,0.5,8.3,41950,536809.8,510151.9,22.7,90.36,4,2012.02
129,borishal,2013,2,32.3,14.8,6,76,1.3,1.6,7.7,41950,536809.8,510151.9,22.7,90.36,4,2013.02
130,borishal,1949,3,36.7,20.2,8,59,1.085185185,1.5,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1949.03
131,borishal,1950,3,36.1,20.5,13,70,1.085185185,2.9,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1950.03
132,borishal,1951,3,35.6,21.5,67,70,1.085185185,4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1951.03
133,borishal,1952,3,33.3,20.2,33,73,1.085185185,2.4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1952.03
134,borishal,1953,3,35,22.9,3,78,1.085185185,3.1,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1953.03
135,borishal,1954,3,36.7,20.5,56,65,1.085185185,1.4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1954.03
136,borishal,1955,3,33.3,20.2,33,73,1.085185185,2.4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1955.03
137,borishal,1956,3,36.7,21.5,20,72,1.085185185,1.8,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1956.03
138,borishal,1957,3,36.6,20,0,70,1.085185185,1.8,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1957.03
139,borishal,1958,3,33.6,16.5,51,73,1.085185185,2.4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1958.03
140,borishal,1959,3,36.4,20.6,59,72,1.085185185,1.5,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1959.03
141,borishal,1960,3,34.9,19.6,36,69,0.6,1.8,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1960.03
142,borishal,1961,3,34.4,22.8,51,79,0.9,2.9,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1961.03
143,borishal,1962,3,37.2,19.9,0,58,0.2,0.6,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1962.03
144,borishal,1963,3,36.6,20.2,260,61,0.6,1.4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1963.03
145,borishal,1964,3,33.3,20.2,3,73,1.2,2.2,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1964.03
146,borishal,1965,3,33.3,20.2,34,74,0.5,2.4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1965.03
147,borishal,1966,3,33.3,20.2,0,77,1.1,3.2,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1966.03
148,borishal,1967,3,33.4,19,92,76,1.2,3.3,7.5,41950,536809.8,510151.9,22.7,90.36,4,1967.03
149,borishal,1968,3,36.7,19.3,86,69,1.1,2.8,7.2,41950,536809.8,510151.9,22.7,90.36,4,1968.03
150,borishal,1969,3,35,20.9,107,77,1.2,3.6,7.8,41950,536809.8,510151.9,22.7,90.36,4,1969.03
151,borishal,1970,3,35.4,21.1,5,74,1.7,3.1,8.4,41950,536809.8,510151.9,22.7,90.36,4,1970.03
152,borishal,1971,3,34.7,18.7,6,73,0.9,1.2,8.8,41950,536809.8,510151.9,22.7,90.36,4,1971.03
153,borishal,1972,3,35,20.4,0,72,1.3,2.2,10.2,41950,536809.8,510151.9,22.7,90.36,4,1972.03
154,borishal,1973,3,36.4,19.1,81,74,0.7,1.7,9.4,41950,536809.8,510151.9,22.7,90.36,4,1973.03
155,borishal,1974,3,35.6,21,149,77,1.5,2.8,8.7,41950,536809.8,510151.9,22.7,90.36,4,1974.03
156,borishal,1975,3,33.3,20.2,33,73,1,2.4,10.5,41950,536809.8,510151.9,22.7,90.36,4,1975.03
157,borishal,1976,3,35.6,21.5,2,78,1.3,1.6,8.2,41950,536809.8,510151.9,22.7,90.36,4,1976.03
158,borishal,1977,3,34.9,21.3,0,75,1.3,1.9,8.3,41950,536809.8,510151.9,22.7,90.36,4,1977.03
159,borishal,1978,3,36.9,18.5,14,65,0.5,1.7,8.2,41950,536809.8,510151.9,22.7,90.36,4,1978.03
160,borishal,1979,3,35.6,19.2,30,66,1.2,1.9,8.8,41950,536809.8,510151.9,22.7,90.36,4,1979.03
161,borishal,1980,3,34.5,19.4,47,75,0.9,2.6,8.8,41950,536809.8,510151.9,22.7,90.36,4,1980.03
162,borishal,1981,3,33.5,19.5,115,77,1,3.6,6.6,41950,536809.8,510151.9,22.7,90.36,4,1981.03
163,borishal,1982,3,35.2,19.3,17,71,0.6,2.4,9.6,41950,536809.8,510151.9,22.7,90.36,4,1982.03
164,borishal,1983,3,35.3,21.2,18,76,1.4,2.6,8.4,41950,536809.8,510151.9,22.7,90.36,4,1983.03
165,borishal,1984,3,36.6,19.7,1,74,1.1,1.6,8.2,41950,536809.8,510151.9,22.7,90.36,4,1984.03
166,borishal,1985,3,36.7,22.4,45,81,1.8,3.6,7.5,41950,536809.8,510151.9,22.7,90.36,4,1985.03
167,borishal,1986,3,38.4,20.4,7,75,0.8,1.2,8.4,41950,536809.8,510151.9,22.7,90.36,4,1986.03
168,borishal,1987,3,37.2,19.9,8,77,0.9,2.9,8,41950,536809.8,510151.9,22.7,90.36,4,1987.03
169,borishal,1988,3,35.2,21.1,65,77,0.7,3,8.2,41950,536809.8,510151.9,22.7,90.36,4,1988.03
170,borishal,1989,3,36.2,19.9,1,70,0.7,2,8.8,41950,536809.8,510151.9,22.7,90.36,4,1989.03
171,borishal,1990,3,33.6,19,182,82,0.7,4,8.1,41950,536809.8,510151.9,22.7,90.36,4,1990.03
172,borishal,1991,3,36.2,21.8,38,78,0.6,1.9,8.9,41950,536809.8,510151.9,22.7,90.36,4,1991.03
173,borishal,1992,3,36,22.2,0,77,1.3,2.2,7.9,41950,536809.8,510151.9,22.7,90.36,4,1992.03
174,borishal,1993,3,35.5,18.4,173,77,0.8,2,7.9,41950,536809.8,510151.9,22.7,90.36,4,1993.03
175,borishal,1994,3,34.8,21.3,92,73,1.3,2.5,8.1,41950,536809.8,510151.9,22.7,90.36,4,1994.03
176,borishal,1995,3,36.7,19.2,6,68,0.5,1.3,8.7,41950,536809.8,510151.9,22.7,90.36,4,1995.03
177,borishal,1996,3,35.2,22.3,12,77,1.2,2.7,8,41950,536809.8,510151.9,22.7,90.36,4,1996.03
178,borishal,1997,3,35,21.1,79,81,0.9,3.1,7.6,41950,536809.8,510151.9,22.7,90.36,4,1997.03
179,borishal,1998,3,34.5,17.9,273,75,0.9,2.6,8.1,41950,536809.8,510151.9,22.7,90.36,4,1998.03
180,borishal,1999,3,38,20.5,0,74,1.1,1.8,5.9,41950,536809.8,510151.9,22.7,90.36,4,1999.03
181,borishal,2000,3,34.6,19.8,50,77,1.1,3.1,6.3,41950,536809.8,510151.9,22.7,90.36,4,2000.03
182,borishal,2001,3,35.6,19,4,75,0.5,2,8,41950,536809.8,510151.9,22.7,90.36,4,2001.03
183,borishal,2002,3,36,19.8,36,72,0.6,2.3,8,41950,536809.8,510151.9,22.7,90.36,4,2002.03
184,borishal,2003,3,34.8,19.5,117,77,0.6,2.9,7.8,41950,536809.8,510151.9,22.7,90.36,4,2003.03
185,borishal,2004,3,36.4,21.8,11,76,1.2,3,7.5,41950,536809.8,510151.9,22.7,90.36,4,2004.03
186,borishal,2005,3,36,22.1,138,83,0.9,3.5,7.5,41950,536809.8,510151.9,22.7,90.36,4,2005.03
187,borishal,2006,3,37.5,21,4,77,0.6,2.2,8.1,41950,536809.8,510151.9,22.7,90.36,4,2006.03
188,borishal,2007,3,35.5,18.4,33,71,0.6,1.1,8.6,41950,536809.8,510151.9,22.7,90.36,4,2007.03
189,borishal,2008,3,35,21.9,22,78,1,3.6,6.9,41950,536809.8,510151.9,22.7,90.36,4,2008.03
190,borishal,2009,3,35,21.1,13,77,2.3,2.8,7.5,41950,536809.8,510151.9,22.7,90.36,4,2009.03
191,borishal,2010,3,36.9,22.9,1,73,3.1,2.5,8.2,41950,536809.8,510151.9,22.7,90.36,4,2010.03
192,borishal,2011,3,35.5,20.1,34,72,3.2,2.5,8,41950,536809.8,510151.9,22.7,90.36,4,2011.03
193,borishal,2012,3,35.8,21.8,11,75,1.8,2.3,7.5,41950,536809.8,510151.9,22.7,90.36,4,2012.03
194,borishal,2013,3,36.2,21,5,76,1.9,1.8,8.6,41950,536809.8,510151.9,22.7,90.36,4,2013.03
195,borishal,1949,4,33.9,23.9,140,71,1.772222222,3.9,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1949.04
196,borishal,1950,4,37.2,24.2,66,75,1.772222222,3.3,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1950.04
197,borishal,1951,4,36.7,24.3,137,75,1.772222222,4.6,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1951.04
198,borishal,1952,4,34,23.9,85,78,1.772222222,3.7,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1952.04
199,borishal,1953,4,36.7,25.1,46,76,1.772222222,3.9,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1953.04
200,borishal,1954,4,37.1,25.6,14,72,1.772222222,3,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1954.04
201,borishal,1955,4,34,23.9,85,78,1.772222222,3.7,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1955.04
202,borishal,1956,4,37.2,24.3,92,77,1.772222222,2.6,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1956.04
203,borishal,1957,4,37.3,24.9,1,85,1.772222222,2.3,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1957.04
204,borishal,1958,4,36.6,24.5,129,79,1.772222222,3,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1958.04
205,borishal,1959,4,37.2,24.9,59,74,1.772222222,3.2,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1959.04
206,borishal,1960,4,36.6,24.9,13,71,1,1.8,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1960.04
207,borishal,1961,4,37.2,24.8,44,79,0.8,2.9,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1961.04
208,borishal,1962,4,36.6,24.6,1,72,1.6,2.7,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1962.04
209,borishal,1963,4,35.5,23.3,54,72,0.9,3.5,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1963.04
210,borishal,1964,4,34,23.9,52,78,2.1,4.2,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1964.04
211,borishal,1965,4,34,23.9,53,79,1.2,5.1,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1965.04
212,borishal,1966,4,34,23.9,1,80,2,4.5,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1966.04
213,borishal,1967,4,36.9,23,105,74,1.6,2.9,7.8,41950,536809.8,510151.9,22.7,90.36,4,1967.04
214,borishal,1968,4,35.9,23.4,64,77,1.8,4.1,7.8,41950,536809.8,510151.9,22.7,90.36,4,1968.04
215,borishal,1969,4,36.4,23.5,82,77,1.8,3.9,7.6,41950,536809.8,510151.9,22.7,90.36,4,1969.04
216,borishal,1970,4,35,24.3,91,80,2,3.6,8.6,41950,536809.8,510151.9,22.7,90.36,4,1970.04
217,borishal,1971,4,34.1,23.6,138,78,1.4,4.6,8.3,41950,536809.8,510151.9,22.7,90.36,4,1971.04
218,borishal,1972,4,37.2,23.7,121,77,2,4.1,10.5,41950,536809.8,510151.9,22.7,90.36,4,1972.04
219,borishal,1973,4,36,25.2,42,79,2.6,3.7,9.6,41950,536809.8,510151.9,22.7,90.36,4,1973.04
